"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","group"
"GO:00507681","GO:0050768","negative regulation of neurogenesis","12/168","284/12463",0.000465928379031633,0.0104128580855143,0.00833766573003975,"20370/233781/214968/18514/103967/270120/21367/19283/19242/13131/14083/18183",12,2
"GO:0051216","GO:0051216","cartilage development","8/168","136/12463",0.000503232474841923,0.0111443118974084,0.00892334713762759,"17260/12167/20678/212712/18028/18750/234356/70661",8,2
"GO:00356371","GO:0035637","multicellular organismal signaling","7/168","105/12463",0.000536492512539877,0.0117738356806049,0.00942741228768509,"12290/319504/11441/12293/11735/56543/20541",7,2
"GO:00991721","GO:0099172","presynapse organization","5/168","50/12463",0.000544183646253898,0.0118359943060223,0.00947718323786159,"320772/19266/238205/23888/331461",5,2
"GO:0001508","GO:0001508","action potential","7/168","106/12463",0.000568013782239995,0.0122449696773153,0.00980465336274533,"319504/13383/11441/12293/11735/12801/56543",7,2
"GO:0043266","GO:0043266","regulation of potassium ion transport","6/168","77/12463",0.000590040320002501,0.0125370284324769,0.0100385073396335,"13383/24012/11735/80334/53416/269109",6,2
"GO:00400131","GO:0040013","negative regulation of locomotion","11/168","251/12463",0.000593423429780629,0.0125370284324769,0.0100385073396335,"17260/19876/214968/19279/18795/56363/19242/108071/19281/14083/18183",11,2
"GO:00303361","GO:0030336","negative regulation of cell migration","10/168","212/12463",0.000597001353927473,0.0125370284324769,0.0100385073396335,"17260/19876/214968/19279/18795/56363/19242/19281/14083/18183",10,2
"GO:19056061","GO:1905606","regulation of presynapse assembly","4/168","30/12463",0.000664061681707647,0.0138261047576054,0.0110706819271639,"320772/238205/23888/331461",4,2
"GO:00071691","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","15/168","432/12463",0.000743415693224496,0.0153471239719904,0.0122885751966547,"16590/19876/18708/18750/320924/330119/19279/21413/13840/18795/77531/19281/14083/208650/12554",15,2
"GO:0008306","GO:0008306","associative learning","6/168","81/12463",0.000772718744142746,0.0158180072330397,0.0126656155054977,"12290/16590/20614/11441/268354/94109",6,2
"GO:00456651","GO:0045665","negative regulation of neuron differentiation","10/168","220/12463",0.00079501361916053,0.0161227138518198,0.0129095967364195,"20370/233781/214968/18514/103967/270120/21367/19283/13131/14083",10,2
"GO:0071695","GO:0071695","anatomical structure maturation","9/168","182/12463",0.000800840876876105,0.0161227138518198,0.0129095967364195,"319504/233781/210933/11735/66797/18795/23859/21367/68703",9,2
"GO:20001461","GO:2000146","negative regulation of cell motility","10/168","221/12463",0.000823181685183817,0.0164366441402277,0.0131609634395652,"17260/19876/214968/19279/18795/56363/19242/19281/14083/18183",10,2
"GO:0030500","GO:0030500","regulation of bone mineralization","5/168","55/12463",0.000846409407254019,0.0166290058584788,0.0133149891348031,"17260/12167/11477/20541/19242",5,2
"GO:0010613","GO:0010613","positive regulation of cardiac muscle hypertrophy","4/168","32/12463",0.000853294635595179,0.0166290058584788,0.0133149891348031,"17260/18585/18750/14083",4,2
"GO:0014742","GO:0014742","positive regulation of muscle hypertrophy","4/168","32/12463",0.000853294635595179,0.0166290058584788,0.0133149891348031,"17260/18585/18750/14083",4,2
"GO:00519611","GO:0051961","negative regulation of nervous system development","12/168","306/12463",0.000899419240818498,0.0170964863937302,0.013689304851604,"20370/233781/214968/18514/103967/270120/21367/19283/19242/13131/14083/18183",12,2
"GO:1990778","GO:1990778","protein localization to cell periphery","12/168","306/12463",0.000899419240818498,0.0170964863937302,0.013689304851604,"13383/72978/20614/20840/18708/11735/380702/23859/23888/80334/269109/665113",12,2
"GO:00015031","GO:0001503","ossification","11/168","264/12463",0.000900041499449211,0.0170964863937302,0.013689304851604,"17260/12167/233781/212712/11477/18514/234356/20541/19242/14083/70661",11,2
"GO:00488631","GO:0048863","stem cell differentiation","8/168","149/12463",0.000918390400746387,0.0170964863937302,0.013689304851604,"17260/16590/234267/20678/106042/214968/11477/19242",8,2
"GO:00509201","GO:0050920","regulation of chemotaxis","8/168","149/12463",0.000918390400746387,0.0170964863937302,0.013689304851604,"19876/214968/18750/19242/53416/67263/14083/12554",8,2
"GO:0099601","GO:0099601","regulation of neurotransmitter receptor activity","5/168","56/12463",0.000919392330697313,0.0170964863937302,0.013689304851604,"17260/72555/72978/380702/269994",5,2
"GO:19018901","GO:1901890","positive regulation of cell junction assembly","6/168","84/12463",0.000936263540362154,0.017278318063047,0.0138348990453834,"18708/210933/19266/18750/243499/331461",6,2
"GO:0031503","GO:0031503","protein-containing complex localization","10/168","225/12463",0.000944203027128508,0.0172938238653011,0.0138473146756559,"13383/72978/20614/380702/103967/269994/23859/23888/77531/665113",10,2
"GO:0021932","GO:0021932","hindbrain radial glia guided cell migration","3/168","15/12463",0.000971715082005792,0.0175340588130823,0.0140396728807543,"12386/68703/13131",3,2
"GO:0099625","GO:0099625","ventricular cardiac muscle cell membrane repolarization","3/168","15/12463",0.000971715082005792,0.0175340588130823,0.0140396728807543,"13383/12293/56543",3,2
"GO:0051937","GO:0051937","catecholamine transport","5/168","57/12463",0.000996956737917534,0.0178572545115229,0.0142984584780278,"11441/12801/20979/27062/54524",5,2
"GO:0007613","GO:0007613","memory","7/168","117/12463",0.00102178435938713,0.0181683700691025,0.0145475714018006,"20614/11441/268354/12801/18795/94109/19242",7,2
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse","10/168","228/12463",0.00104425197889462,0.0182578038557696,0.0146191818100169,"20614/327814/11441/18750/20979/27062/103967/269994/54524/243764",10,2
"GO:0017157","GO:0017157","regulation of exocytosis","9/168","189/12463",0.00104624973634372,0.0182578038557696,0.0146191818100169,"327814/11441/18750/20979/27062/331461/54524/17967/243764",9,2
"GO:00031791","GO:0003179","heart valve morphogenesis","4/168","34/12463",0.00107765783111682,0.0182578038557696,0.0146191818100169,"17260/19876/22762/11477",4,2
"GO:00380841","GO:0038084","vascular endothelial growth factor signaling pathway","4/168","34/12463",0.00107765783111682,0.0182578038557696,0.0146191818100169,"19876/320924/330119/21413",4,2
"GO:00991741","GO:0099174","regulation of presynapse organization","4/168","34/12463",0.00107765783111682,0.0182578038557696,0.0146191818100169,"320772/238205/23888/331461",4,2
"GO:2000171","GO:2000171","negative regulation of dendrite development","4/168","34/12463",0.00107765783111682,0.0182578038557696,0.0146191818100169,"20370/103967/270120/19283",4,2
"GO:0048168","GO:0048168","regulation of neuronal synaptic plasticity","5/168","58/12463",0.00107927904566126,0.0182578038557696,0.0146191818100169,"16590/72555/380702/21367/108071",5,2
"GO:0021954","GO:0021954","central nervous system neuron development","6/168","87/12463",0.00112524309958256,0.018904084072987,0.0151366639820434,"19876/18028/18750/12552/21367/14083",6,2
"GO:0098662","GO:0098662","inorganic cation transmembrane transport","15/168","451/12463",0.00114837228659752,0.0191605129462435,0.0153419888036424,"12290/13383/24012/22066/226922/20840/12293/11735/16519/18795/56543/20541/80334/53416/269109",15,2
"GO:0006936","GO:0006936","muscle contraction","9/168","192/12463",0.00116857192708927,0.0193649062203365,0.015505648269935,"16590/13383/20840/12293/18750/12671/56543/20541/243764",9,2
"GO:0007043","GO:0007043","cell-cell junction assembly","6/168","88/12463",0.00119432313539884,0.0196579132285918,0.0157402615212949,"13383/12563/320873/18750/215654/12552",6,2
"GO:00109761","GO:0010976","positive regulation of neuron projection development","12/168","317/12463",0.00121917550792617,0.019932292196699,0.0159599591394362,"12561/20370/19876/23965/75769/19266/12801/20979/24001/331461/19283/19242",12,2
"GO:00109771","GO:0010977","negative regulation of neuron projection development","8/168","156/12463",0.00123565919802712,0.0200671053759605,0.0160679052206615,"20370/233781/214968/103967/270120/19283/13131/14083",8,2
"GO:00107211","GO:0010721","negative regulation of cell development","12/168","318/12463",0.00125241313329796,0.0201663515117423,0.0161473724618696,"20370/233781/214968/18514/103967/270120/21367/19283/19242/13131/14083/18183",12,2
"GO:0010611","GO:0010611","regulation of cardiac muscle hypertrophy","5/168","60/12463",0.00125891191648404,0.0201663515117423,0.0161473724618696,"17260/69642/18585/18750/14083",5,2
"GO:00487091","GO:0048709","oligodendrocyte differentiation","6/168","89/12463",0.00126660582155032,0.0201663515117423,0.0161473724618696,"22066/20678/21367/19283/19242/23966",6,2
"GO:0045055","GO:0045055","regulated exocytosis","9/168","196/12463",0.00134941428691002,0.021183578411173,0.0169618748577926,"16590/20614/327814/11441/18750/20979/27062/54524/243764",9,2
"GO:0014743","GO:0014743","regulation of muscle hypertrophy","5/168","61/12463",0.00135658383913916,0.021183578411173,0.0169618748577926,"17260/69642/18585/18750/14083",5,2
"GO:0043113","GO:0043113","receptor clustering","5/168","61/12463",0.00135658383913916,0.021183578411173,0.0169618748577926,"13383/380702/23859/243499/19242",5,2
"GO:0008277","GO:0008277","regulation of G protein-coupled receptor signaling pathway","6/168","91/12463",0.00142116919027411,0.0218129189479332,0.0174657932808402,"24012/243043/18795/21367/23945/108071",6,2
"GO:0021549","GO:0021549","cerebellum development","6/168","91/12463",0.00142116919027411,0.0218129189479332,0.0174657932808402,"20370/114142/78286/56747/68703/13131",6,2
"GO:0021535","GO:0021535","cell migration in hindbrain","3/168","17/12463",0.00142374963576412,0.0218129189479332,0.0174657932808402,"12386/68703/13131",3,2
"GO:00509191","GO:0050919","negative chemotaxis","4/168","37/12463",0.00148731927909943,0.0226444360242888,0.0181315962116529,"19876/214968/22253/18183",4,2
"GO:0033002","GO:0033002","muscle cell proliferation","8/168","161/12463",0.00151161358333248,0.0228713707391175,0.0183133048049368,"17260/18708/22762/18750/23966/14083/17967/12554",8,2
"GO:0070167","GO:0070167","regulation of biomineral tissue development","5/168","63/12463",0.00156855304398289,0.023441688436456,0.0187699631288363,"17260/12167/11477/20541/19242",5,2
"GO:0110149","GO:0110149","regulation of biomineralization","5/168","63/12463",0.00156855304398289,0.023441688436456,0.0187699631288363,"17260/12167/11477/20541/19242",5,2
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","6/168","93/12463",0.00158972397204799,0.023575389173043,0.0188770184675692,"13383/20840/11735/68617/19242/269109",6,2
"GO:00074231","GO:0007423","sensory organ development","14/168","419/12463",0.00160507977129823,0.023575389173043,0.0188770184675692,"14401/13383/12167/114142/234267/23965/14402/109205/229791/18514/58208/270120/208936/19242",14,2
"GO:0099504","GO:0099504","synaptic vesicle cycle","9/168","201/12463",0.00160653308814661,0.023575389173043,0.0188770184675692,"20614/327814/11441/18750/20979/27062/103967/54524/243764",9,2
"GO:0042698","GO:0042698","ovulation cycle","4/168","38/12463",0.00164502157472238,0.0239956440480462,0.0192135201888469,"12167/11441/268903/19242",4,2
"GO:0010996","GO:0010996","response to auditory stimulus","3/168","18/12463",0.00169167739969046,0.0242407420332115,0.0194097722701326,"114142/66797/19242",3,2
"GO:0045663","GO:0045663","positive regulation of myoblast differentiation","3/168","18/12463",0.00169167739969046,0.0242407420332115,0.0194097722701326,"17260/18708/18795",3,2
"GO:00600451","GO:0060045","positive regulation of cardiac muscle cell proliferation","3/168","18/12463",0.00169167739969046,0.0242407420332115,0.0194097722701326,"17260/22762/17967",3,2
"GO:0045661","GO:0045661","regulation of myoblast differentiation","4/168","39/12463",0.00181398124858741,0.0258412767342627,0.0206913342790549,"17260/18708/106042/18795",4,2
"GO:0010469","GO:0010469","regulation of signaling receptor activity","6/168","96/12463",0.00187055964875688,0.0264923447928591,0.0212126501171756,"17260/72555/72978/380702/269994/208650",6,2
"GO:0099622","GO:0099622","cardiac muscle cell membrane repolarization","3/168","19/12463",0.00198909982304461,0.0279244661471085,0.0223593620994694,"13383/12293/56543",3,2
"GO:0003170","GO:0003170","heart valve development","4/168","40/12463",0.00199460472479346,0.0279244661471085,0.0223593620994694,"17260/19876/22762/11477",4,2
"GO:0045685","GO:0045685","regulation of glial cell differentiation","5/168","67/12463",0.00206419064777572,0.0287157362205093,0.0229929389061463,"21367/19283/19242/13131/23966",5,2
"GO:00726571","GO:0072657","protein localization to membrane","15/168","479/12463",0.00207470015386274,0.0287157362205093,0.0229929389061463,"13383/72978/20614/20840/18708/11735/380702/23859/243499/23888/68617/80334/19242/269109/665113",15,2
"GO:00109591","GO:0010959","regulation of metal ion transport","11/168","295/12463",0.00218402754851856,0.0297651135752187,0.0238331844502982,"13383/24012/22066/20840/12293/11735/18795/20541/80334/53416/269109",11,2
"GO:0021955","GO:0021955","central nervous system neuron axonogenesis","4/168","41/12463",0.00218729554411595,0.0297651135752187,0.0238331844502982,"18028/18750/12552/14083",4,2
"GO:0086001","GO:0086001","cardiac muscle cell action potential","4/168","41/12463",0.00218729554411595,0.0297651135752187,0.0238331844502982,"13383/12293/11735/56543",4,2
"GO:00512711","GO:0051271","negative regulation of cellular component movement","10/168","252/12463",0.00219939262871074,0.0297651135752187,0.0238331844502982,"17260/19876/214968/19279/18795/56363/19242/19281/14083/18183",10,2
"GO:0022037","GO:0022037","metencephalon development","6/168","100/12463",0.00230163328106854,0.0308107144529333,0.0246704061365852,"20370/114142/78286/56747/68703/13131",6,2
"GO:0006887","GO:0006887","exocytosis","11/168","297/12463",0.00230194993039157,0.0308107144529333,0.0246704061365852,"16590/20614/327814/11441/18750/20979/27062/331461/54524/17967/243764",11,2
"GO:0015844","GO:0015844","monoamine transport","5/168","69/12463",0.0023508639030133,0.0312759014980409,0.0250428854359476,"11441/12801/20979/27062/54524",5,2
"GO:0001501","GO:0001501","skeletal system development","12/168","343/12463",0.00236238336438404,0.0312759014980409,0.0250428854359476,"17260/16590/13383/12167/233781/20678/212712/18028/18750/18514/234356/70661",12,2
"GO:00301551","GO:0030155","regulation of cell adhesion","15/168","486/12463",0.00238501411552107,0.0314048345157261,0.0251461232208282,"13383/23965/18708/320772/11735/18750/68732/19283/208936/19242/13131/14083/208650/12554/269152",15,2
"GO:0048469","GO:0048469","cell maturation","7/168","136/12463",0.00243107197303583,0.0318392006791144,0.0254939239730356,"319504/210933/11735/66797/18795/23859/21367",7,2
"GO:0007186","GO:0007186","G protein-coupled receptor signaling pathway","13/168","391/12463",0.00245113783669891,0.0319303303219174,0.02556689226796,"14401/24012/14807/14402/210933/243043/12801/12671/18795/21367/23945/108071/243764",13,2
"GO:0044089","GO:0044089","positive regulation of cellular component biogenesis","14/168","440/12463",0.00252048299935399,0.0326590243958847,0.0261503639294678,"16590/13383/234267/18708/75769/210933/19266/320472/18750/103967/68732/243499/12386/331461",14,2
